timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,blink,label,total_latency(ms),logic_time(ms),delta_mean,delta_std,delta_max,delta_min,delta_p2p,theta_mean,theta_std,theta_max,theta_min,theta_p2p,low_alpha_mean,low_alpha_std,low_alpha_max,low_alpha_min,low_alpha_p2p,high_alpha_mean,high_alpha_std,high_alpha_max,high_alpha_min,high_alpha_p2p,low_beta_mean,low_beta_std,low_beta_max,low_beta_min,low_beta_p2p,high_beta_mean,high_beta_std,high_beta_max,high_beta_min,high_beta_p2p,low_gamma_mean,low_gamma_std,low_gamma_max,low_gamma_min,low_gamma_p2p,mid_gamma_mean,mid_gamma_std,mid_gamma_max,mid_gamma_min,mid_gamma_p2p
23:32:11,60,66,0,241315,82717,3834,70444,578,48818,366,200978,0,N,2.3315000580623746,0.0936000142246484,349438.0,338928.02300636045,729236.0,77763.0,651473.0,476999.3333333333,587041.5970153505,1151659.0,82717.0,1068942.0,5787.0,5064.282673785207,11537.0,1990.0,9547.0,153726.66666666666,155872.5987764794,333550.0,57186.0,276364.0,1543.6666666666667,1148.0271483433369,2813.0,578.0,2235.0,81210.66666666667,66303.91820498489,157484.0,37330.0,120154.0,1529.0,1535.1055338314693,3269.0,366.0,2903.0,387915.0,330806.53740063845,769869.0,192898.0,576971.0
23:32:12,63,66,0,226955,265582,3748,235399,2866,167346,4297,767932,0,N,0.1602000556886196,0.1018000766634941,182011.0,90566.47574019914,241315.0,77763.0,163552.0,181640.33333333334,92348.4694422872,265582.0,82717.0,182865.0,3190.6666666666665,1040.6965616040286,3834.0,1990.0,1844.0,121009.66666666667,99285.61490132054,235399.0,57186.0,178213.0,1561.3333333333333,1177.36032434142,2866.0,578.0,2288.0,84498.0,71978.03042595701,167346.0,37330.0,130016.0,1871.6666666666667,2120.738157654861,4297.0,366.0,3931.0,387269.3333333333,329688.2936128205,767932.0,192898.0,575034.0
23:32:13,63,64,0,379825,1159428,7255,304084,2447,151214,3200,768515,0,N,0.1600999385118484,0.0976999290287494,282698.3333333333,84420.04757954927,379825.0,226955.0,152870.0,502575.6666666667,576152.0137171553,1159428.0,82717.0,1076711.0,4945.666666666667,2000.4035426219398,7255.0,3748.0,3507.0,203309.0,120080.1335567212,304084.0,70444.0,233640.0,1963.6666666666667,1218.1725384087972,2866.0,578.0,2288.0,122459.33333333333,64283.31694408218,167346.0,48818.0,118528.0,2621.0,2028.4528587078385,4297.0,366.0,3931.0,579141.6666666666,327499.4718504647,768515.0,200978.0,567537.0
23:32:14,74,69,0,353198,278049,4101,198341,2932,145304,2475,785523,0,N,0.1700000138953328,0.1110000303015112,319992.6666666667,81665.50585365492,379825.0,226955.0,152870.0,567686.3333333334,512501.22592471255,1159428.0,265582.0,893846.0,5034.666666666667,1930.948557920279,7255.0,3748.0,3507.0,245941.33333333334,53653.99431853455,304084.0,198341.0,105743.0,2748.3333333333335,263.0405545411777,2932.0,2447.0,485.0,154621.33333333334,11409.201608058345,167346.0,145304.0,22042.0,3324.0,917.3074729882034,4297.0,2475.0,1822.0,773990.0,9992.123848309355,785523.0,767932.0,17591.0
23:32:15,70,67,0,81161,88178,1517,66589,1135,41653,296,192909,0,N,0.1530000008642673,0.0951000256463885,271394.6666666667,165284.25585134648,379825.0,81161.0,298664.0,508551.6666666667,571614.1619399692,1159428.0,88178.0,1071250.0,4291.0,2873.714669204493,7255.0,1517.0,5738.0,189671.33333333334,118984.62546200382,304084.0,66589.0,237495.0,2171.3333333333335,929.6753913777283,2932.0,1135.0,1797.0,112723.66666666667,61619.89751965935,151214.0,41653.0,109561.0,1990.3333333333333,1511.4497455533658,3200.0,296.0,2904.0,582315.6666666666,337343.2703483699,785523.0,192909.0,592614.0
23:32:16,66,61,0,41962,147147,1906,51068,897,43146,1322,179271,0,N,3.390099969692528,0.096399919129908,158773.66666666666,169513.2928248797,353198.0,41962.0,311236.0,171124.66666666666,97179.96467550853,278049.0,88178.0,189871.0,2508.0,1393.2218057441992,4101.0,1517.0,2584.0,105332.66666666667,80920.56544743937,198341.0,51068.0,147273.0,1654.6666666666667,1112.5854274316798,2932.0,897.0,2035.0,76701.0,59416.63040765596,145304.0,41653.0,103651.0,1364.3333333333333,1090.1166604237058,2475.0,296.0,2179.0,385901.0,346149.9760566223,785523.0,179271.0,606252.0
23:32:17,83,69,0,49338,55112,2243,52524,740,43821,682,194578,0,N,0.1554000191390514,0.0973000423982739,57487.0,20831.347796053036,81161.0,41962.0,39199.0,96812.33333333333,46621.06916763117,147147.0,55112.0,92035.0,1888.6666666666667,363.31024391623447,2243.0,1517.0,726.0,56727.0,8571.713189321008,66589.0,51068.0,15521.0,924.0,198.87936041732027,1135.0,740.0,395.0,42873.333333333336,1109.4216210792422,43821.0,41653.0,2168.0,766.6666666666666,518.2135981748565,1322.0,296.0,1026.0,188919.33333333334,8397.269933352816,194578.0,179271.0,15307.0
23:32:18,83,69,26,30107,281855,1102,75074,516,41176,571,190693,0,N,0.1592000480741262,0.1002000644803047,40469.0,9702.0424138493,49338.0,30107.0,19231.0,161371.33333333334,114038.79057729909,281855.0,55112.0,226743.0,1750.3333333333333,586.2118502166915,2243.0,1102.0,1141.0,59555.333333333336,13459.262436452953,75074.0,51068.0,24006.0,717.6666666666666,191.4793287363844,897.0,516.0,381.0,42714.333333333336,1374.3210444863632,43821.0,41176.0,2645.0,858.3333333333334,405.3644450779222,1322.0,571.0,751.0,188180.66666666666,7956.753504639415,194578.0,179271.0,15307.0
23:32:19,81,70,0,159424,330711,1895,247294,5034,144787,3155,781508,0,N,0.148800085298717,0.0919000012800097,79623.0,69775.40785262464,159424.0,30107.0,129317.0,222559.33333333334,147056.7382486539,330711.0,55112.0,275599.0,1746.6666666666667,584.7840057102081,2243.0,1102.0,1141.0,124964.0,106539.18199423152,247294.0,52524.0,194770.0,2096.6666666666665,2546.269689827323,5034.0,516.0,4518.0,76594.66666666667,59071.09911228433,144787.0,41176.0,103611.0,1469.3333333333333,1460.8847775691734,3155.0,571.0,2584.0,388926.3333333333,339991.24556131364,781508.0,190693.0,590815.0
23:32:20,81,70,26,16364,311939,191,68197,292,43375,1635,183498,0,N,0.1554000191390514,0.0975000439211726,68631.66666666667,78928.1531288643,159424.0,16364.0,143060.0,308168.3333333333,24645.296292257215,330711.0,281855.0,48856.0,1062.6666666666667,852.6806748921261,1895.0,191.0,1704.0,130188.33333333333,101474.75625165759,247294.0,68197.0,179097.0,1947.3333333333333,2675.477029117113,5034.0,292.0,4742.0,76446.0,59195.25412564749,144787.0,41176.0,103611.0,1787.0,1298.6885692882647,3155.0,571.0,2584.0,385233.0,343203.0721380567,781508.0,183498.0,598010.0
23:32:21,78,63,0,574667,705368,37195,170333,3570,194257,2722,767518,0,N,3.37649998255074,0.0971000408753752,250151.66666666666,289998.60702481546,574667.0,16364.0,558303.0,449339.3333333333,221925.901174994,705368.0,311939.0,393429.0,13093.666666666666,20889.748809723256,37195.0,191.0,37004.0,161941.33333333334,89842.912376733,247294.0,68197.0,179097.0,2965.3333333333335,2428.1386561177533,5034.0,292.0,4742.0,127473.0,76916.67847742769,194257.0,43375.0,150882.0,2504.0,783.0983335443906,3155.0,1635.0,1520.0,577508.0,341294.35990065825,781508.0,183498.0,598010.0
23:32:22,70,63,0,638155,955986,11962,298819,4256,166424,2392,755127,0,N,0.2571999793872237,0.1576000358909368,409728.6666666667,342139.5947158605,638155.0,16364.0,621791.0,657764.3333333334,324651.6846750272,955986.0,311939.0,644047.0,16449.333333333332,18905.71671038509,37195.0,191.0,37004.0,179116.33333333334,115561.61529389127,298819.0,68197.0,230622.0,2706.0,2118.536287156771,4256.0,292.0,3964.0,134685.33333333334,80292.28918354068,194257.0,43375.0,150882.0,2249.6666666666665,557.3027304197734,2722.0,1635.0,1087.0,568714.3333333334,333664.65473635856,767518.0,183498.0,584020.0
23:32:23,75,64,0,32034,40118,2041,53786,1326,42076,528,192590,0,N,0.1612000633031129,0.1028999686241149,414952.0,333132.59759291034,638155.0,32034.0,606121.0,567157.3333333334,473318.2752032012,955986.0,40118.0,915868.0,17066.0,18124.26663343929,37195.0,2041.0,35154.0,174312.66666666666,122564.96678224707,298819.0,53786.0,245033.0,3050.6666666666665,1532.483387620671,4256.0,1326.0,2930.0,134252.33333333334,81031.02055591626,194257.0,42076.0,152181.0,1880.6666666666667,1183.0069033329155,2722.0,528.0,2194.0,571745.0,328416.30553156167,767518.0,192590.0,574928.0
23:32:24,70,63,0,474583,549107,19168,273299,2295,172520,1495,797705,0,N,0.156999914906919,0.0982999335974454,381590.6666666667,313578.2951741611,638155.0,32034.0,606121.0,515070.3333333333,458881.7051968114,955986.0,40118.0,915868.0,11057.0,8599.290726565816,19168.0,2041.0,17127.0,208634.66666666666,134708.57350715777,298819.0,53786.0,245033.0,2625.6666666666665,1492.7258064806574,4256.0,1326.0,2930.0,127006.66666666667,73615.24237094735,172520.0,42076.0,130444.0,1471.6666666666667,932.2190372081731,2392.0,528.0,1864.0,581807.3333333334,337743.7208096301,797705.0,192590.0,605115.0
23:32:25,78,67,0,94428,73711,1562,50348,376,42394,1075,189395,0,N,0.1596000511199236,0.1011000713333487,200348.33333333334,239534.4278184941,474583.0,32034.0,442549.0,220978.66666666666,284663.4412149429,549107.0,40118.0,508989.0,7590.333333333333,10029.413459087935,19168.0,1562.0,17606.0,125811.0,127739.92159462125,273299.0,50348.0,222951.0,1332.3333333333333,959.515676439594,2295.0,376.0,1919.0,85663.33333333333,75220.24786806622,172520.0,42076.0,130444.0,1032.6666666666667,484.8879595672927,1495.0,528.0,967.0,393230.0,350289.2679272379,797705.0,189395.0,608310.0
23:32:26,90,80,0,270550,46649,6201,73468,1830,41355,203,197298,0,N,2.5031999684870243,0.0978999305516481,279853.6666666667,190248.19228138105,474583.0,94428.0,380155.0,223155.66666666666,282606.2485815437,549107.0,46649.0,502458.0,8977.0,9125.373471809296,19168.0,1562.0,17606.0,132371.66666666666,122592.89767491964,273299.0,50348.0,222951.0,1500.3333333333333,1001.0745892955885,2295.0,376.0,1919.0,85423.0,75430.0035595915,172520.0,41355.0,131165.0,924.3333333333334,659.0457748391475,1495.0,203.0,1292.0,394799.3333333333,348948.9167863021,797705.0,189395.0,608310.0
